bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21
pg33081-1,0.0110,0.2948,0.1309,0.0495,0.0292,0.0287,0.0342,0.0680,0.0309,0.0006,0.0101,0.0059,0.0025,0.1188,0.1130,0.0105,0.1111,0.3889,0.5000,0.5642,0.2326,0.8386
pg4923-7,0.0124,0.1344,0.2482,0.1015,0.0250,0.0212,0.0429,0.0603,0.0278,0.0007,0.0111,0.0022,0.0044,0.1172,0.1402,0.0174,0.1905,0.2857,0.5238,0.7157,-0.0639,-1.3256
pg4923-1,0.0174,0.2168,0.2648,0.0834,0.0250,0.0254,0.0367,0.0608,0.0287,0.0003,0.0111,0.0021,0.0080,0.1110,0.0775,0.0186,0.1500,0.1000,0.7500,0.7174,-0.0639,-1.3256
pg4923-2,0.0181,0.1580,0.2662,0.1012,0.0235,0.0233,0.0375,0.0682,0.0311,0.0010,0.0106,0.0025,0.0142,0.1198,0.0199,0.0249,0.1579,0.3684,0.4737,0.7464,-0.0639,-1.3256
pg39425-3,0.0129,0.2877,0.1704,0.0661,0.0436,0.0204,0.0320,0.0892,0.0234,0.0056,0.0133,0.0127,0.0116,0.1529,0.1025,0.0152,0.1111,0.1111,0.7778,0.5429,-0.0894,-0.4867
pg4923-3,0.0170,0.1256,0.2125,0.0947,0.0239,0.0190,0.0394,0.0616,0.0311,0.0004,0.0117,0.0017,0.0051,0.1148,0.0617,0.0232,0.2381,0.3333,0.4286,0.7333,-0.0639,-1.3256
pg23118-10,0.0087,0.3802,0.2165,0.0341,0.0264,0.0230,0.0402,0.0744,0.0218,0.0000,0.0062,0.0029,0.0012,0.1237,0.3513,0.0012,0.0714,0.0000,0.9286,0.4263,-0.0830,-0.1474
pg23118-11,0.0089,0.4615,0.0808,0.0352,0.0168,0.0280,0.0370,0.0660,0.0206,0.0002,0.0094,0.0021,0.0011,0.1147,0.3889,0.0024,0.0000,0.0000,1.0000,0.4320,-0.0830,-0.1474
pg23118-12,0.0098,0.4791,0.0474,0.0389,0.0240,0.0273,0.0427,0.0656,0.0228,0.0002,0.0084,0.0033,0.0025,0.1202,0.2884,0.0021,0.2308,0.0000,0.7692,0.4788,-0.0830,-0.1474
pg34999-1,0.0212,0.2420,0.0525,0.0674,0.0297,0.0274,0.0312,0.0738,0.0375,0.0015,0.0109,0.0030,0.0103,0.1204,-0.0275,0.0203,0.2963,0.1852,0.5185,0.7285,-0.0543,0.2535
pg41794-7,0.0094,0.2192,0.0400,0.0806,0.0193,0.0296,0.0367,0.0888,0.0230,0.0077,0.0072,0.0041,0.0091,0.1445,0.1331,0.0197,0.1905,0.0476,0.7619,0.6989,0.0392,0.1972
pg41794-8,0.0104,0.2076,0.0478,0.0835,0.0191,0.0320,0.0340,0.0762,0.0247,0.0070,0.0093,0.0046,0.0063,0.1311,0.1460,0.0178,0.4211,0.0526,0.5263,0.7055,0.0392,0.1972
pg34999-3,0.0171,0.1363,0.1159,0.0749,0.0278,0.0302,0.0338,0.0657,0.0357,0.0011,0.0090,0.0019,0.0088,0.1115,0.0014,0.0123,0.2903,0.1613,0.5484,0.7183,-0.0543,0.2535
pg41794-9,0.0093,0.1978,0.0528,0.0763,0.0225,0.0248,0.0392,0.0845,0.0255,0.0079,0.0078,0.0029,0.0064,0.1422,0.1299,0.0166,0.3333,0.0556,0.6111,0.6960,0.0392,0.1972
pg34999-2,0.0226,0.2127,0.0722,0.0707,0.0318,0.0260,0.0282,0.0733,0.0372,0.0021,0.0104,0.0024,0.0093,0.1164,-0.0187,0.0202,0.2593,0.1481,0.5926,0.7030,-0.0543,0.2535
pg35203-9,0.0230,0.2414,0.1838,0.0666,0.0284,0.0227,0.0324,0.0665,0.0440,0.0008,0.0042,0.0034,0.0060,0.1072,-0.0297,0.0274,0.3333,0.2727,0.3939,0.7194,0.0094,-0.0493
pg34999-5,0.0164,0.2451,0.0933,0.0636,0.0363,0.0310,0.0334,0.0723,0.0309,0.0015,0.0057,0.0011,0.0050,0.1140,0.0854,0.0085,0.2581,0.0645,0.6774,0.6320,-0.0543,0.2535
pg35203-8,0.0291,0.1845,0.1743,0.0665,0.0213,0.0233,0.0312,0.0633,0.0500,0.0001,0.0030,0.0051,0.0060,0.1027,-0.0751,0.0284,0.0882,0.3529,0.5588,0.7507,0.0094,-0.0493
pg35523-12,0.0340,0.2899,0.1819,0.0859,0.0224,0.0230,0.0427,0.0674,0.0523,0.0013,0.0070,0.0067,0.0095,0.1251,-0.0895,0.0294,0.4848,0.3030,0.2121,0.7989,-0.0235,-0.5562
pg41794-3,0.0149,0.2110,0.0694,0.0852,0.0186,0.0323,0.0333,0.0743,0.0263,0.0068,0.0080,0.0057,0.0073,0.1281,0.1222,0.0168,0.0000,0.0556,0.9444,0.7067,0.0392,0.1972
pg34999-4,0.0227,0.1622,0.1595,0.0809,0.0338,0.0259,0.0328,0.0701,0.0352,0.0026,0.0105,0.0034,0.0119,0.1194,-0.0193,0.0168,0.1667,0.4333,0.4000,0.7276,-0.0543,0.2535
pg35203-7,0.0297,0.1986,0.1568,0.0623,0.0238,0.0218,0.0321,0.0576,0.0524,0.0003,0.0034,0.0028,0.0059,0.0962,-0.0795,0.0312,0.2059,0.3824,0.4118,0.7647,0.0094,-0.0493
pg35523-11,0.0328,0.2367,0.2101,0.0874,0.0254,0.0223,0.0349,0.0669,0.0519,0.0004,0.0075,0.0091,0.0073,0.1188,-0.0882,0.0285,0.2121,0.2727,0.5152,0.8000,-0.0235,-0.5562
pg41794-4,0.0134,0.2102,0.0730,0.0733,0.0185,0.0296,0.0317,0.0754,0.0254,0.0082,0.0078,0.0088,0.0075,0.1319,0.1182,0.0184,0.2500,0.1500,0.6000,0.6897,0.0392,0.1972
pg35203-6,0.0246,0.1545,0.1432,0.0681,0.0206,0.0247,0.0301,0.0601,0.0482,0.0005,0.0032,0.0024,0.0068,0.0963,-0.0650,0.0268,0.3529,0.3529,0.2941,0.7773,0.0094,-0.0493
pg35523-14,0.0290,0.3492,0.1384,0.0511,0.0198,0.0305,0.0439,0.0757,0.0469,0.0013,0.0064,0.0054,0.0034,0.1329,-0.0347,0.0149,0.0909,0.3333,0.5758,0.6909,-0.0235,-0.5562
pg41794-5,0.0126,0.1437,0.0913,0.0843,0.0208,0.0298,0.0373,0.0805,0.0223,0.0109,0.0085,0.0086,0.0067,0.1458,0.1520,0.0173,0.3684,0.1579,0.4737,0.6909,0.0392,0.1972
pg35203-5,0.0217,0.1561,0.0893,0.0726,0.0203,0.0228,0.0356,0.0649,0.0452,0.0005,0.0020,0.0027,0.0057,0.1057,-0.0359,0.0175,0.2424,0.3333,0.4242,0.7360,0.0094,-0.0493
pg35523-13,0.0335,0.2453,0.2077,0.0989,0.0234,0.0205,0.0407,0.0759,0.0532,0.0003,0.0079,0.0124,0.0106,0.1372,-0.1052,0.0294,0.3636,0.3030,0.3333,0.8314,-0.0235,-0.5562
pg41794-6,0.0136,0.2176,0.0533,0.0770,0.0186,0.0318,0.0357,0.0780,0.0232,0.0059,0.0094,0.0049,0.0066,0.1339,0.1092,0.0260,0.3889,0.2222,0.3889,0.7266,0.0392,0.1972
pg35203-4,0.0184,0.2038,0.0596,0.0741,0.0216,0.0221,0.0345,0.0582,0.0491,0.0006,0.0048,0.0037,0.0046,0.1018,-0.0535,0.0131,0.1765,0.1765,0.6471,0.7786,0.0094,-0.0493
pg35203-3,0.0212,0.2209,0.1383,0.0605,0.0219,0.0266,0.0337,0.0599,0.0476,0.0003,0.0047,0.0025,0.0060,0.1011,-0.0530,0.0218,0.2500,0.1563,0.5938,0.7624,0.0094,-0.0493
pg35203-2,0.0261,0.1050,0.2169,0.0644,0.0232,0.0212,0.0334,0.0541,0.0508,0.0005,0.0054,0.0035,0.0076,0.0969,-0.0804,0.0297,0.3529,0.1471,0.5000,0.7540,0.0094,-0.0493
pg41794-1,0.0152,0.2309,0.1160,0.0679,0.0235,0.0303,0.0358,0.0748,0.0274,0.0071,0.0083,0.0064,0.0048,0.1324,0.1143,0.0145,0.1579,0.2105,0.6316,0.6800,0.0392,0.1972
pg35203-1,0.0244,0.2004,0.2146,0.0712,0.0276,0.0232,0.0298,0.0590,0.0462,0.0009,0.0064,0.0021,0.0056,0.0982,-0.0461,0.0258,0.1765,0.3235,0.5000,0.7264,0.0094,-0.0493
pg41794-2,0.0127,0.2901,0.0182,0.0737,0.0197,0.0313,0.0307,0.0752,0.0324,0.0070,0.0072,0.0082,0.0038,0.1283,0.0841,0.0120,0.3810,0.1905,0.4286,0.6906,0.0392,0.1972
pg41376-2,0.0158,0.2549,0.1042,0.0649,0.0320,0.0243,0.0370,0.0642,0.0352,0.0005,0.0059,0.0048,0.0025,0.1124,0.0538,0.0166,0.5000,0.1250,0.3750,0.6485,0.0434,0.8922
pg41376-1,0.0159,0.2043,0.1798,0.0709,0.0309,0.0276,0.0400,0.0604,0.0385,0.0004,0.0060,0.0037,0.0029,0.1105,0.0159,0.0161,0.0476,0.4762,0.4762,0.6972,0.0434,0.8922
pg41376-6,0.0172,0.2162,0.1574,0.0668,0.0285,0.0277,0.0401,0.0638,0.0357,0.0027,0.0064,0.0028,0.0034,0.1158,0.0308,0.0153,0.3478,0.1304,0.5217,0.6718,0.0434,0.8922
pg8570-11,0.0156,0.3541,0.2678,0.0766,0.0349,0.0250,0.0300,0.0558,0.0386,0.0000,0.0052,0.0014,0.0029,0.0924,0.0419,0.0146,0.4545,0.0455,0.5000,0.6425,-0.0331,0.4508
pg41376-5,0.0149,0.3788,0.1189,0.0560,0.0298,0.0297,0.0413,0.0581,0.0353,0.0006,0.0093,0.0033,0.0017,0.1126,0.0841,0.0108,0.0833,0.0833,0.8333,0.6236,0.0434,0.8922
pg35523-10,0.0343,0.2956,0.1060,0.0820,0.0303,0.0228,0.0399,0.0766,0.0474,0.0007,0.0057,0.0101,0.0103,0.1330,-0.0816,0.0267,0.3333,0.2727,0.3939,0.7807,-0.0235,-0.5562
pg41376-4,0.0173,0.2732,0.0778,0.0664,0.0339,0.0250,0.0327,0.0623,0.0376,0.0002,0.0053,0.0035,0.0043,0.1040,0.0199,0.0174,0.2917,0.1667,0.5417,0.6717,0.0434,0.8922
pg41376-3,0.0168,0.3474,0.1025,0.0554,0.0324,0.0285,0.0366,0.0556,0.0354,0.0003,0.0061,0.0056,0.0031,0.1042,0.0518,0.0152,0.2727,0.1818,0.5455,0.6432,0.0434,0.8922
pg41376-7,0.0189,0.2588,0.1029,0.0668,0.0290,0.0285,0.0352,0.0592,0.0355,0.0028,0.0056,0.0031,0.0042,0.1060,0.0409,0.0178,0.1304,0.2609,0.6087,0.6810,0.0434,0.8922
pg8570-10,0.0170,0.3816,0.2386,0.0714,0.0321,0.0257,0.0284,0.0600,0.0371,0.0001,0.0053,0.0013,0.0034,0.0951,0.0499,0.0161,0.0870,0.4348,0.4783,0.6224,-0.0331,0.4508
pg45872-3,0.0285,0.1603,0.3013,0.0888,0.0290,0.0268,0.0344,0.0753,0.0317,0.0036,0.0033,0.0091,0.0141,0.1257,0.0220,0.0152,0.1471,0.2941,0.5588,0.7044,-0.0968,-0.4576
pg45872-2,0.0319,0.2764,0.3062,0.0908,0.0333,0.0255,0.0351,0.0722,0.0380,0.0040,0.0023,0.0072,0.0108,0.1208,-0.0160,0.0174,0.1471,0.1176,0.7353,0.7047,-0.0968,-0.4576
pg35336-8,0.0109,0.2325,0.2443,0.0786,0.0315,0.0225,0.0385,0.0487,0.0376,0.0007,0.0079,0.0073,0.0021,0.1031,0.0433,0.0103,0.1071,0.1429,0.7500,0.6833,-0.0139,0.0505
pg35336-9,0.0174,0.2274,0.3251,0.0877,0.0321,0.0219,0.0339,0.0481,0.0469,0.0003,0.0068,0.0066,0.0041,0.0956,-0.0432,0.0138,0.3214,0.3214,0.3571,0.7494,-0.0139,0.0505
pg35336-6,0.0145,0.3185,0.1155,0.0903,0.0309,0.0212,0.0290,0.0438,0.0454,0.0007,0.0071,0.0041,0.0020,0.0847,-0.0212,0.0135,0.1852,0.2963,0.5185,0.7213,-0.0139,0.0505
pg35336-7,0.0168,0.3320,0.0139,0.0762,0.0244,0.0207,0.0334,0.0590,0.0416,0.0003,0.0052,0.0070,0.0039,0.1049,-0.0051,0.0154,0.1852,0.2593,0.5556,0.7030,-0.0139,0.0505
pg35336-4,0.0120,0.2957,0.2179,0.0835,0.0335,0.0242,0.0291,0.0476,0.0454,0.0003,0.0047,0.0058,0.0027,0.0875,-0.0287,0.0114,0.1786,0.2143,0.6071,0.7166,-0.0139,0.0505
pg35336-5,0.0132,0.3143,0.1268,0.0844,0.0244,0.0235,0.0309,0.0449,0.0408,0.0005,0.0072,0.0068,0.0027,0.0903,-0.0065,0.0122,0.3214,0.1786,0.5000,0.7201,-0.0139,0.0505
pg35336-2,0.0154,0.1546,0.3832,0.0858,0.0319,0.0235,0.0286,0.0513,0.0392,0.0008,0.0054,0.0059,0.0038,0.0920,0.0074,0.0161,0.1154,0.1923,0.6923,0.6894,-0.0139,0.0505
pg35336-3,0.0134,0.2139,0.3117,0.0747,0.0286,0.0271,0.0283,0.0537,0.0406,0.0006,0.0049,0.0050,0.0018,0.0925,0.0159,0.0117,0.2857,0.1786,0.5357,0.6928,-0.0139,0.0505
pg35336-1,0.0142,0.3127,0.1699,0.0679,0.0210,0.0243,0.0311,0.0518,0.0400,0.0004,0.0076,0.0066,0.0019,0.0975,0.0257,0.0133,0.1071,0.2500,0.6429,0.6749,-0.0139,0.0505
pg51937-1,0.0205,0.3274,0.0984,0.0897,0.0221,0.0264,0.0270,0.0520,0.0399,0.0007,0.0043,0.0064,0.0049,0.0904,0.0007,0.0042,0.4516,0.1290,0.4194,0.6946,-0.0628,-0.6342
pg51937-2,0.0200,0.2199,0.2600,0.0818,0.0278,0.0243,0.0258,0.0445,0.0413,0.0005,0.0031,0.0100,0.0037,0.0839,-0.0199,0.0184,0.2258,0.1935,0.5806,0.7334,-0.0628,-0.6342
pg42491-5,0.0135,0.3062,0.0033,0.0637,0.0271,0.0235,0.0345,0.0724,0.0323,0.0008,0.0113,0.0084,0.0062,0.1274,0.0617,0.0181,0.2000,0.3000,0.5000,0.6060,-0.0713,0.4978
pg42491-4,0.0136,0.3004,0.0777,0.0532,0.0227,0.0249,0.0307,0.0695,0.0284,0.0015,0.0084,0.0113,0.0056,0.1214,0.1005,0.0171,0.0952,0.0952,0.8095,0.5410,-0.0713,0.4978
pg42491-3,0.0114,0.1699,0.0855,0.0524,0.0306,0.0247,0.0362,0.0732,0.0258,0.0006,0.0081,0.0079,0.0068,0.1260,0.1475,0.0143,0.0952,0.2381,0.6667,0.5473,-0.0713,0.4978
pg42491-2,0.0094,0.2618,0.0551,0.0681,0.0335,0.0226,0.0331,0.0676,0.0242,0.0016,0.0067,0.0083,0.0036,0.1173,0.2132,0.0117,0.3182,0.3182,0.3636,0.5226,-0.0713,0.4978
pg19403-3,0.0253,0.1212,0.2067,0.0797,0.0243,0.0242,0.0308,0.0651,0.0365,0.0015,0.0004,0.0204,0.0132,0.1182,-0.0571,0.0309,0.1852,0.2593,0.5556,0.7513,0.0052,-0.4903
pg42491-1,0.0093,0.3162,0.0240,0.0574,0.0261,0.0228,0.0370,0.0657,0.0241,0.0020,0.0120,0.0053,0.0033,0.1220,0.1842,0.0114,0.2632,0.3158,0.4211,0.5325,-0.0713,0.4978
pg19403-4,0.0232,0.2165,0.1596,0.0676,0.0220,0.0213,0.0259,0.0606,0.0356,0.0018,0.0007,0.0151,0.0120,0.1041,-0.0433,0.0256,0.1852,0.0741,0.7407,0.6836,0.0052,-0.4903
pg19403-1,0.0176,0.2422,0.2099,0.0643,0.0224,0.0201,0.0270,0.0626,0.0337,0.0014,0.0008,0.0137,0.0096,0.1055,0.0014,0.0220,0.2308,0.2308,0.5385,0.6577,0.0052,-0.4903
pg19403-2,0.0210,0.1328,0.2701,0.0639,0.0242,0.0240,0.0287,0.0686,0.0322,0.0025,0.0010,0.0165,0.0104,0.1173,0.0081,0.0235,0.2593,0.1852,0.5556,0.6546,0.0052,-0.4903
pg26847-1,0.0139,0.1051,0.0296,0.1070,0.0215,0.0248,0.0400,0.0586,0.0507,0.0069,0.0066,0.0067,0.0037,0.1188,-0.0769,0.0174,0.3448,0.2759,0.3793,0.8436,-0.0448,0.4871
pg30106-3,0.0266,0.3403,0.0184,0.0564,0.0197,0.0233,0.0402,0.0829,0.0406,0.0005,0.0076,0.0038,0.0104,0.1350,-0.0371,0.0256,0.3929,0.1429,0.4643,0.7838,-0.0437,-0.9740
pg26847-2,0.0108,0.0933,0.0964,0.1053,0.0254,0.0254,0.0391,0.0599,0.0425,0.0083,0.0087,0.0046,0.0017,0.1206,-0.0180,0.0104,0.3448,0.1379,0.5172,0.7822,-0.0448,0.4871
pg30106-2,0.0273,0.4640,0.0384,0.0739,0.0302,0.0211,0.0380,0.0821,0.0396,0.0004,0.0098,0.0065,0.0133,0.1368,-0.0347,0.0270,0.2963,0.1481,0.5556,0.8242,-0.0437,-0.9740
pg26847-3,0.0141,0.1010,0.1141,0.1202,0.0253,0.0223,0.0387,0.0612,0.0445,0.0060,0.0102,0.0054,0.0036,0.1215,-0.0477,0.0147,0.1034,0.2414,0.6552,0.8207,-0.0448,0.4871
pg30106-5,0.0295,0.2620,0.0028,0.0561,0.0149,0.0200,0.0342,0.0805,0.0412,0.0005,0.0073,0.0035,0.0093,0.1260,-0.0300,0.0300,0.3333,0.2593,0.4074,0.7899,-0.0437,-0.9740
pg45872-1,0.0276,0.2032,0.2709,0.0827,0.0310,0.0230,0.0381,0.0800,0.0313,0.0058,0.0017,0.0043,0.0112,0.1299,0.0317,0.0139,0.2121,0.3939,0.3939,0.6750,-0.0968,-0.4576
pg8569-13,0.0098,0.2252,0.0991,0.0732,0.0227,0.0259,0.0394,0.0682,0.0450,0.0004,0.0033,0.0100,0.0047,0.1213,-0.0257,0.0106,0.1481,0.0000,0.8519,0.6200,-0.0193,1.3017
pg26847-4,0.0143,0.0761,0.0951,0.1153,0.0214,0.0214,0.0433,0.0619,0.0465,0.0063,0.0084,0.0067,0.0038,0.1266,-0.0493,0.0136,0.2759,0.2414,0.4828,0.8086,-0.0448,0.4871
pg30106-4,0.0253,0.3669,0.0249,0.0630,0.0174,0.0217,0.0370,0.0776,0.0348,0.0004,0.0084,0.0029,0.0077,0.1263,0.0249,0.0220,0.3462,0.1923,0.4615,0.7876,-0.0437,-0.9740
pg8569-14,0.0110,0.1345,0.2129,0.0789,0.0220,0.0242,0.0383,0.0753,0.0459,0.0004,0.0030,0.0084,0.0054,0.1254,-0.0270,0.0122,0.2222,0.1481,0.6296,0.6466,-0.0193,1.3017
pg30106-7,0.0292,0.4009,0.0047,0.0679,0.0169,0.0221,0.0346,0.0766,0.0432,0.0002,0.0081,0.0027,0.0128,0.1222,-0.0576,0.0311,0.3571,0.2857,0.3571,0.8337,-0.0437,-0.9740
pg30106-6,0.0338,0.2825,0.0191,0.0916,0.0185,0.0202,0.0352,0.0794,0.0446,0.0001,0.0079,0.0054,0.0122,0.1280,-0.0626,0.0359,0.4000,0.0400,0.5600,0.8409,-0.0437,-0.9740
pg30106-9,0.0292,0.4059,0.0000,0.0712,0.0138,0.0225,0.0373,0.0772,0.0407,0.0003,0.0067,0.0032,0.0106,0.1247,-0.0342,0.0271,0.4286,0.2500,0.3214,0.7998,-0.0437,-0.9740
pg30106-8,0.0321,0.3468,0.0058,0.0709,0.0159,0.0251,0.0373,0.0846,0.0422,0.0004,0.0073,0.0032,0.0100,0.1328,-0.0493,0.0315,0.1538,0.1923,0.6538,0.8451,-0.0437,-0.9740
pg26847-5,0.0127,0.0591,0.1439,0.1232,0.0241,0.0206,0.0401,0.0618,0.0448,0.0094,0.0079,0.0084,0.0024,0.1276,-0.0416,0.0112,0.2069,0.2414,0.5517,0.8216,-0.0448,0.4871
pg51937-3,0.0150,0.2594,0.2804,0.0657,0.0249,0.0303,0.0234,0.0477,0.0300,0.0007,0.0056,0.0043,0.0025,0.0817,0.1079,0.0111,0.3000,0.2333,0.4667,0.6021,-0.0628,-0.6342
pg8569-11,0.0131,0.1552,0.1830,0.0896,0.0257,0.0230,0.0311,0.0668,0.0469,0.0002,0.0021,0.0075,0.0039,0.1077,-0.0422,0.0163,0.3571,0.2500,0.3929,0.6380,-0.0193,1.3017
pg26847-6,0.0100,0.1560,0.0425,0.1015,0.0209,0.0235,0.0418,0.0557,0.0419,0.0079,0.0071,0.0075,0.0012,0.1200,-0.0015,0.0087,0.1071,0.2857,0.6071,0.7717,-0.0448,0.4871
pg51937-4,0.0199,0.2857,0.0847,0.0725,0.0255,0.0253,0.0252,0.0530,0.0372,0.0010,0.0062,0.0087,0.0055,0.0941,0.0135,0.0187,0.3000,0.2000,0.5000,0.6986,-0.0628,-0.6342
pg8569-12,0.0105,0.2447,0.1063,0.0679,0.0224,0.0247,0.0409,0.0796,0.0393,0.0003,0.0050,0.0100,0.0020,0.1358,0.0361,0.0092,0.1481,0.0741,0.7778,0.5663,-0.0193,1.3017
pg26847-7,0.0139,0.1638,0.1122,0.1184,0.0251,0.0226,0.0394,0.0548,0.0442,0.0054,0.0097,0.0093,0.0020,0.1186,-0.0377,0.0120,0.2759,0.3793,0.3448,0.7966,-0.0448,0.4871
pg30106-1,0.0263,0.4060,0.0118,0.0801,0.0300,0.0230,0.0405,0.0777,0.0408,0.0004,0.0055,0.0057,0.0098,0.1298,-0.0294,0.0238,0.2500,0.2143,0.5357,0.8166,-0.0437,-0.9740
pg51937-5,0.0197,0.2994,0.1549,0.0844,0.0228,0.0278,0.0266,0.0468,0.0408,0.0010,0.0057,0.0067,0.0023,0.0868,-0.0065,0.0163,0.1481,0.1852,0.6667,0.7472,-0.0628,-0.6342
pg26847-8,0.0135,0.1594,0.0715,0.1135,0.0204,0.0218,0.0416,0.0617,0.0421,0.0047,0.0074,0.0088,0.0019,0.1242,0.0085,0.0151,0.3793,0.2414,0.3793,0.7611,-0.0448,0.4871
pg51937-6,0.0206,0.3243,0.1243,0.0841,0.0250,0.0241,0.0229,0.0538,0.0440,0.0010,0.0047,0.0128,0.0062,0.0953,-0.0526,0.0200,0.2333,0.2333,0.5333,0.7602,-0.0628,-0.6342
pg8569-10,0.0109,0.1671,0.1499,0.0793,0.0248,0.0261,0.0339,0.0728,0.0455,0.0001,0.0029,0.0090,0.0019,0.1187,-0.0324,0.0120,0.2143,0.3214,0.4643,0.6314,-0.0193,1.3017
pg47997-1,0.0181,0.1454,0.0748,0.0709,0.0217,0.0246,0.0349,0.0722,0.0393,0.0024,0.0081,0.0213,0.0065,0.1389,-0.0172,0.0077,0.2632,0.2632,0.4737,0.6815,-0.1138,0.5560
pg19403-7,0.0195,0.1775,0.2078,0.0740,0.0184,0.0226,0.0309,0.0581,0.0365,0.0011,0.0006,0.0114,0.0095,0.1021,-0.0225,0.0210,0.3704,0.1111,0.5185,0.6905,0.0052,-0.4903
pg23106-10,0.0140,0.2837,0.2129,0.0744,0.0383,0.0220,0.0375,0.0803,0.0414,0.0001,0.0023,0.0077,0.0043,0.1279,-0.0104,0.0119,0.2400,0.1200,0.6400,0.6754,-0.0671,0.3735
pg19403-8,0.0159,0.2664,0.2068,0.0644,0.0178,0.0241,0.0291,0.0590,0.0351,0.0020,0.0003,0.0107,0.0130,0.1011,-0.0281,0.0216,0.3704,0.0741,0.5556,0.7007,0.0052,-0.4903
pg19403-5,0.0194,0.2057,0.2358,0.0888,0.0240,0.0200,0.0307,0.0590,0.0341,0.0015,0.0002,0.0126,0.0114,0.1040,-0.0300,0.0218,0.2963,0.1852,0.5185,0.7402,0.0052,-0.4903
pg19403-6,0.0175,0.2265,0.1992,0.0789,0.0200,0.0220,0.0298,0.0604,0.0321,0.0013,0.0009,0.0113,0.0103,0.1037,0.0066,0.0204,0.2692,0.3077,0.4231,0.6751,0.0052,-0.4903
pg19403-9,0.0140,0.2385,0.2110,0.0729,0.0181,0.0226,0.0325,0.0568,0.0319,0.0019,0.0010,0.0105,0.0122,0.1027,0.0021,0.0213,0.1852,0.0741,0.7407,0.6827,0.0052,-0.4903
pg20359-2,0.0163,0.3331,0.1825,0.0968,0.0221,0.0276,0.0285,0.0469,0.0372,0.0002,0.0030,0.0038,0.0041,0.0824,0.0388,0.0179,0.2500,0.2500,0.5000,0.7020,-0.0607,0.0497
pg6474-2,0.0153,0.1827,0.3324,0.0752,0.0277,0.0278,0.0299,0.0623,0.0363,0.0013,0.0170,0.0066,0.0113,0.1171,-0.0193,0.0239,0.1333,0.2333,0.6333,0.7032,-0.0511,-0.1855
pg20359-1,0.0169,0.3278,0.1355,0.0781,0.0186,0.0316,0.0335,0.0489,0.0370,0.0006,0.0046,0.0029,0.0044,0.0905,0.0388,0.0166,0.1304,0.2174,0.6522,0.7310,-0.0607,0.0497
pg42491-6,0.0082,0.1795,0.0874,0.0762,0.0297,0.0256,0.0379,0.0668,0.0278,0.0015,0.0089,0.0054,0.0045,0.1205,0.1572,0.0079,0.2381,0.2381,0.5238,0.5598,-0.0713,0.4978
pg6474-1,0.0114,0.2841,0.2944,0.0680,0.0295,0.0280,0.0296,0.0702,0.0333,0.0023,0.0113,0.0062,0.0072,0.1196,0.0361,0.0193,0.3448,0.1724,0.4828,0.6649,-0.0511,-0.1855
pg20359-4,0.0129,0.2910,0.2021,0.0990,0.0247,0.0266,0.0241,0.0551,0.0324,0.0003,0.0049,0.0069,0.0026,0.0913,0.1005,0.0159,0.0417,0.2083,0.7500,0.6602,-0.0607,0.0497
pg6474-4,0.0160,0.2975,0.2406,0.0807,0.0282,0.0265,0.0272,0.0651,0.0405,0.0009,0.0117,0.0069,0.0147,0.1118,-0.0621,0.0218,0.2667,0.1667,0.5667,0.7261,-0.0511,-0.1855
pg20359-3,0.0113,0.3321,0.1670,0.0911,0.0209,0.0296,0.0249,0.0464,0.0321,0.0005,0.0033,0.0034,0.0034,0.0785,0.1104,0.0128,0.2174,0.2609,0.5217,0.6423,-0.0607,0.0497
pg6474-3,0.0165,0.2990,0.2964,0.0862,0.0302,0.0251,0.0276,0.0674,0.0395,0.0020,0.0151,0.0080,0.0156,0.1201,-0.0611,0.0267,0.0357,0.3571,0.6071,0.7421,-0.0511,-0.1855
pg20359-6,0.0164,0.3037,0.1765,0.1092,0.0240,0.0316,0.0224,0.0516,0.0312,0.0006,0.0026,0.0064,0.0040,0.0837,0.0925,0.0173,0.2500,0.1667,0.5833,0.6701,-0.0607,0.0497
pg6474-6,0.0126,0.3074,0.2663,0.0888,0.0306,0.0249,0.0279,0.0645,0.0361,0.0020,0.0167,0.0084,0.0101,0.1195,-0.0113,0.0208,0.2069,0.2414,0.5517,0.7163,-0.0511,-0.1855
pg20359-5,0.0166,0.2970,0.1659,0.0890,0.0201,0.0299,0.0298,0.0484,0.0347,0.0003,0.0040,0.0035,0.0047,0.0860,0.0547,0.0192,0.0870,0.3478,0.5652,0.6680,-0.0607,0.0497
pg6474-5,0.0140,0.2792,0.3019,0.0888,0.0301,0.0253,0.0279,0.0702,0.0366,0.0015,0.0122,0.0081,0.0134,0.1199,-0.0281,0.0219,0.2667,0.1667,0.5667,0.7367,-0.0511,-0.1855
pg6474-8,0.0153,0.3039,0.2113,0.0898,0.0257,0.0276,0.0285,0.0671,0.0414,0.0015,0.0107,0.0060,0.0119,0.1138,-0.0472,0.0242,0.2333,0.2000,0.5667,0.7217,-0.0511,-0.1855
pg6474-7,0.0190,0.2118,0.2502,0.1018,0.0285,0.0241,0.0254,0.0644,0.0443,0.0017,0.0156,0.0065,0.0167,0.1136,-0.0837,0.0289,0.5000,0.1333,0.3667,0.8033,-0.0511,-0.1855
